SITE_ID,VISIT_NO,TAXANAME,ABUND,GENUS_CNT,SPECIES_CNT
NLA06608-0086,2,Kellicottia longispina,14,Kellicottia,longispina
NLA06608-0086,2,Keratella cceo,139,Keratella,cceo
NLA06608-0086,2,Polyarthra,6,Polyarthra,NA
NLA06608-0086,2,Synchaeta,16,Synchaeta,NA
NLA06608-0086,2,Trichocerca,3,Trichocerca,NA
NLA06608-0089,1,Bosmina,1,Bosmina,NA
NLA06608-0089,1,Cyclopidae,40,Diacyclops,NA
NLA06608-0089,1,Cyclopidae,166,Mesocyclops,NA
NLA06608-0089,1,Daphnia parvula,10,Daphnia,parvula
NLA06608-0089,1,Diaptomidae,60,NA,NA
NLA06608-0089,1,Brachionus angularis,2,Brachionus,angularis
NLA06608-0089,1,Brachionus caudatus,1,Brachionus,caudatus
NLA06608-0089,1,Conochilidae,1,NA,NA
NLA06608-0089,1,Kellicottia bostoniensis,3,Kellicottia,bostonensis
NLA06608-0089,2,Cyclopidae,25,Mesocyclops,NA
NLA06608-0089,2,Cyclopidae,28,NA,NA
NLA06608-0089,2,Daphnia,9,Daphnia,NA
NLA06608-0089,2,Daphnia parvula,20,Daphnia,parvula
NLA06608-0089,2,Diaphanosoma,6,Diaphanosoma,NA
NLA06608-0089,2,Diaptomidae,15,NA,NA
NLA06608-0089,2,Cyclopidae,1,Acanthocyclops,NA
NLA06608-0089,2,Cyclopidae,1,Mesocyclops,NA
NLA06608-0089,2,Cyclopidae,26,NA,NA
NLA06608-0089,2,Daphnia lumholtzi,1,Daphnia,lumholtzi
NLA06608-0089,2,Daphnia parvula,23,Daphnia,parvula
NLA06608-0089,2,Diaphanosoma,1,Diaphanosoma,NA
NLA06608-0089,2,Diaptomidae,1,NA,NA
NLA06608-0089,2,Conochilidae,53,NA,NA
NLA06608-0089,2,Keratella cceo,1,Keratella,cceo
NLA06608-0089,2,Platyias,1,Platyias,NA
NLA06608-0089,2,Trichocerca,1,Trichocerca,NA
NLA06608-0089,2,Brachionus angularis,1,Brachionus,angularis
NLA06608-0089,2,Conochilidae,76,NA,NA
NLA06608-0089,2,Kellicottia longispina,2,Kellicottia,longispina
NLA06608-0090,1,Aglaodiaptomus,169,Aglaodiaptomus,NA
NLA06608-0090,1,Cyclopidae,71,Diacyclops,NA
NLA06608-0090,1,Daphnia catawba/pulex complex,292,Daphnia,pulex
NLA06608-0090,1,Daphnia mendotae complex,147,Daphnia,mendotae
NLA06608-0090,1,Holopedium gibberum,18,Holopedium,gibberum
NLA06608-0090,1,Asplanchna,1,Asplanchna,NA
NLA06608-0090,1,Conochilidae,86,NA,NA
NLA06608-0090,1,Gastropus,24,Gastropus,NA
NLA06608-0090,1,Kellicottia longispina,49,Kellicottia,longispina
NLA06608-0090,1,Keratella cceo,68,Keratella,cceo
NLA06608-0090,1,Polyarthra,1,Polyarthra,NA
NLA06608-0090,2,Aglaodiaptomus,26,Aglaodiaptomus,NA
NLA06608-0090,2,Cyclopidae,22,NA,NA
NLA06608-0090,2,Daphnia mendotae complex,135,Daphnia,mendotae
NLA06608-0090,2,Diaptomidae,24,NA,NA
NLA06608-0090,2,Aglaodiaptomus,25,Aglaodiaptomus,NA
NLA06608-0090,2,Ceriodaphnia,4,Ceriodaphnia,NA
NLA06608-0090,2,Chaoborus punctipennis,1,Chaoborus,punctipennis
NLA06608-0090,2,Cyclopidae,27,Diacyclops,NA
NLA06608-0090,2,Daphnia mendotae complex,153,Daphnia,mendotae
NLA06608-0090,2,Diaptomidae,61,NA,NA
NLA06608-0090,2,Asplanchna,1,Asplanchna,NA
NLA06608-0090,2,Conochilidae,100,NA,NA
NLA06608-0090,2,Kellicottia longispina,36,Kellicottia,longispina
NLA06608-0090,2,Keratella cceo,65,Keratella,cceo
NLA06608-0090,2,Polyarthra,1,Polyarthra,NA
NLA06608-0090,2,Asplanchna,2,Asplanchna,NA
NLA06608-0090,2,Conochilidae,117,NA,NA
NLA06608-0090,2,Kellicottia longispina,55,Kellicottia,longispina
NLA06608-0090,2,Keratella cceo,69,Keratella,cceo
NLA06608-0091,1,Asplanchna,10,Asplanchna,NA
NLA06608-0091,1,Brachionus angularis,190,Brachionus,angularis
NLA06608-0091,1,Brachionus caudatus,5,Brachionus,caudatus
NLA06608-0091,1,Colurella,1,Colurella,NA
NLA06608-0091,1,Keratella cceo,11,Keratella,cceo
NLA06608-0091,1,Keratella quadrata,1,Keratella,quadrata
NLA06608-0091,1,Trichocerca,10,Trichocerca,NA
NLA06608-0091,1,Bosmina,7,Bosmina,NA
NLA06608-0091,1,Ceriodaphnia,5,Ceriodaphnia,NA
NLA06608-0091,1,Cyclopidae,1,Diacyclops,NA
NLA06608-0091,1,Cyclopidae,16,Mesocyclops,NA
NLA06608-0091,1,Cyclopidae,10,NA,NA
NLA06608-0091,1,Daphnia mendotae complex,5,Daphnia,mendotae
NLA06608-0091,1,Diaphanosoma,41,Diaphanosoma,NA
NLA06608-0091,1,Diaptomidae,144,NA,NA
NLA06608-0091,2,Ceriodaphnia,31,Ceriodaphnia,NA
NLA06608-0091,2,Cyclopidae,4,Acanthocyclops,NA
NLA06608-0091,2,Cyclopidae,17,Mesocyclops,NA
NLA06608-0091,2,Cyclopidae,105,NA,NA
NLA06608-0091,2,Diaphanosoma,1,Diaphanosoma,NA
NLA06608-0091,2,Diaptomidae,50,NA,NA
NLA06608-0091,2,Asplanchna,1,Asplanchna,NA
NLA06608-0091,2,Brachionus angularis,55,Brachionus,angularis
NLA06608-0091,2,Brachionus caudatus,1,Brachionus,caudatus
NLA06608-0091,2,Keratella cceo,42,Keratella,cceo
NLA06608-0091,2,Keratella cceo,1,Keratella,cceo
NLA06608-0099,1,Calanoida,31,NA,NA
NLA06608-0099,1,Chaoborus punctipennis,0,Chaoborus,puntipennis
NLA06608-0099,1,Cyclopidae,20,Diacyclops,NA
NLA06608-0099,1,Cyclopidae,16,Mesocyclops,NA
NLA06608-0099,1,Cyclopidae,10,NA,NA
NLA06608-0099,1,Daphnia catawba/pulex complex,39,Daphnia,pulex
NLA06608-0099,1,Daphnia mendotae complex,148,Daphnia,galeata mendotae
NLA06608-0099,1,Diaptomidae,14,Leptodiaptomus,NA
NLA06608-0099,1,Diaptomidae,27,Skistodiaptomus,NA
NLA06608-0099,1,Ascomorpha,2,Ascomorpha,NA
NLA06608-0099,1,Collotheca,1,Collotheca,NA
NLA06608-0099,1,Filinia,2,Filinia,NA
NLA06608-0099,1,Gastropus,4,Gastropus,NA
NLA06608-0099,1,Kellicottia longispina,33,Kellicottia,longispina
NLA06608-0099,1,Keratella cceo,10,Keratella,cceo
NLA06608-0099,1,Keratella cceo,38,Keratella,cceo
NLA06608-0099,1,Keratella quadrata,13,Keratella,quadrata
NLA06608-0099,1,Ploesoma,1,Ploesoma,NA
NLA06608-0099,1,Polyarthra,4,Polyarthra,NA
NLA06608-0099,1,Trichocerca,3,Trichocerca,NA
NLA06608-0099,2,Calanoida,8,NA,NA
NLA06608-0099,2,Ceriodaphnia,5,Ceriodaphnia,NA
NLA06608-0099,2,Chaoborus punctipennis,0,Chaoborus,puntipennis
NLA06608-0099,2,Chydoridae,3,Chydorus,sphaericus
NLA06608-0099,2,Cyclopidae,1,Diacyclops,NA
NLA06608-0099,2,Cyclopidae,1,Eucyclops,NA
NLA06608-0099,2,Cyclopidae,7,Mesocyclops,NA
NLA06608-0099,2,Cyclopidae,8,NA,NA
NLA06608-0099,2,Daphnia catawba/pulex complex,198,Daphnia,schodleri
NLA06608-0099,2,Diaptomidae,21,Leptodiaptomus,NA
NLA06608-0099,2,Diaptomidae,3,Skistodiaptomus,NA
NLA06608-0099,2,Acari,0,NA,NA
NLA06608-0099,2,Asplanchna,1,Asplanchna,NA
NLA06608-0099,2,Collotheca,14,Collotheca,NA
NLA06608-0099,2,Conochilidae,9,NA,NA
NLA06608-0099,2,Gastropus,19,Gastropus,NA
NLA06608-0099,2,Kellicottia longispina,2,Kellicottia,longispina
NLA06608-0099,2,Keratella cceo,9,Keratella,cceo
NLA06608-0099,2,Keratella cceo,147,Keratella,cceo
NLA06608-0099,2,Keratella quadrata,2,Keratella,quadrata
NLA06608-0099,2,Polyarthra,26,Polyarthra,NA
NLA06608-0099,2,Rotifera,4,NA,NA
NLA06608-0099,2,Synchaeta,19,Synchaeta,NA
NLA06608-0099,2,Trichocerca,8,Trichocerca,NA
NLA06608-0101,1,Bosmina,1,Eubosmina,NA
NLA06608-0101,1,Ceriodaphnia,1,Ceriodaphnia,NA
NLA06608-0101,1,Diaphanosoma,42,Diaphanosoma,NA
NLA06608-0101,1,Diaptomidae,170,NA,NA
NLA06608-0101,1,Polyphemus,2,Polyphemus,pediculus
NLA06608-0101,1,Conochilidae,236,NA,NA
NLA06608-0101,1,Keratella taurocephala,32,Keratella,Taurocephala
NLA06608-0104,1,Bosmina,1,Bosmina,NA
NLA06608-0104,1,Ceriodaphnia,3,Ceriodaphnia,NA
NLA06608-0104,1,Cyclopidae,4,NA,NA
NLA06608-0104,1,Daphnia,1,Daphnia,NA
NLA06608-0104,1,Diaphanosoma,1,Diaphanosoma,NA
NLA06608-0104,1,Diaptomidae,57,NA,NA
NLA06608-0104,1,Asplanchna,43,Asplanchna,NA
NLA06608-0104,1,Brachionus angularis,32,Brachionus,angularis
NLA06608-0104,1,Conochilidae,116,NA,NA
NLA06608-0104,1,Keratella,1,Keratella,NA
NLA06608-0104,1,Polyarthra,17,Polyarthra,NA
NLA06608-0104,1,Synchaeta,2,Synchaeta,NA
NLA06608-0104,2,Diaptomidae,37,NA,NA
NLA06608-0104,2,Diaptomidae,8,NA,NA
NLA06608-0104,2,UNID,1,NA,NA
NLA06608-0104,2,Brachionus angularis,3,Brachionus,angularis
NLA06608-0104,2,Brachionus calyciflorus,1,Brachionus,calyciflorus
NLA06608-0104,2,Brachionus caudatus,125,Brachionus,caudatus
NLA06608-0104,2,Brachionus havanaensis,10,Brachionus,havanaensis
NLA06608-0104,2,Conochilidae,42,NA,NA
NLA06608-0104,2,Filinia,2,Filinia,NA
NLA06608-0104,2,Hexarthra,4,Hexarthra,NA
NLA06608-0104,2,Keratella quadrata,3,Keratella,quadrata
NLA06608-0104,2,Brachionus angularis,21,Brachionus,angularis
NLA06608-0104,2,Brachionus caudatus,154,Brachionus,caudatus
NLA06608-0104,2,Brachionus havanaensis,17,Brachionus,havanaensis
NLA06608-0104,2,Conochilidae,73,NA,NA
NLA06608-0104,2,Filinia,1,Filinia,NA
NLA06608-0104,2,Hexarthra,16,Hexarthra,NA
NLA06608-0104,2,Keratella,1,Keratella,NA
NLA06608-0104,2,Keratella quadrata,3,Keratella,quadrata
NLA06608-0104,2,Trichocerca,1,Trichocerca,NA
NLA06608-0105,1,Bosmina,55,Bosmina,NA
NLA06608-0105,1,Cyclopidae,50,Diacyclops,NA
NLA06608-0105,1,Daphnia catawba/pulex complex,154,Daphnia,pulex
NLA06608-0105,1,Diaphanosoma,1,Diaphanosoma,NA
NLA06608-0105,1,Conochilidae,2,NA,NA
NLA06608-0105,1,Gastropus,20,Gastropus,NA
NLA06608-0105,1,Hexarthra,3,Hexarthra,mira
NLA06608-0105,1,Keratella cceo,19,Keratella,cceo
NLA06608-0105,1,Keratella quadrata,21,Keratella,quadrata
NLA06608-0105,1,Polyarthra,223,Polyarthra,NA
NLA06608-0105,2,Bosmina,35,Bosmina,NA
NLA06608-0105,2,Ceriodaphnia,12,Ceriodaphnia,NA
NLA06608-0105,2,Cyclopidae,119,Diacyclops,NA
NLA06608-0105,2,Daphnia catawba/pulex complex,32,Daphnia,pulex
NLA06608-0105,2,Daphnia mendotae complex,31,Daphnia,mendotae
NLA06608-0105,2,Diaphanosoma,10,Diaphanosoma,NA
NLA06608-0105,2,Bosmina,30,Bosmina,NA
NLA06608-0105,2,Ceriodaphnia,12,Ceriodaphnia,NA
NLA06608-0105,2,Cyclopidae,145,Diacyclops,NA
NLA06608-0105,2,Daphnia catawba/pulex complex,63,Daphnia,pulex
NLA06608-0105,2,Daphnia mendotae complex,49,Daphnia,mendotae
NLA06608-0105,2,Diaphanosoma,9,Diaphanosoma,NA
NLA06608-0105,2,Diaptomidae,4,NA,NA
NLA06608-0105,2,Asplanchna,13,Asplanchna,NA
NLA06608-0105,2,Conochilidae,2,NA,NA
NLA06608-0105,2,Gastropus,7,Gastropus,NA
NLA06608-0105,2,Hexarthra,2,Hexarthra,mira
NLA06608-0105,2,Keratella cceo,3,Keratella,cceo
NLA06608-0105,2,Keratella quadrata,9,Keratella,quadrata
NLA06608-0105,2,Polyarthra,32,Polyarthra,NA
NLA06608-0105,2,Pompholyx,7,Pompholyx,sulcata
NLA06608-0105,2,Synchaeta,16,Synchaeta,NA
NLA06608-0105,2,Trichocerca,6,Trichocerca,NA
NLA06608-0105,2,Ascomorpha,1,Ascomorpha,NA
NLA06608-0105,2,Asplanchna,14,Asplanchna,NA
NLA06608-0105,2,Conochilidae,5,NA,NA
NLA06608-0105,2,Gastropus,10,Gastropus,NA
NLA06608-0105,2,Hexarthra,1,Hexarthra,mira
NLA06608-0105,2,Keratella cceo,4,Keratella,cceo
NLA06608-0105,2,Keratella quadrata,1,Keratella,quadrata
NLA06608-0105,2,Polyarthra,30,Polyarthra,NA
NLA06608-0105,2,Pompholyx,6,Pompholyx,sulcata
NLA06608-0105,2,Synchaeta,27,Synchaeta,NA
NLA06608-0105,2,Trichocerca,2,Trichocerca,NA
NLA06608-0107,1,Ceriodaphnia,6,Ceriodaphnia,NA
NLA06608-0107,1,Chydoridae,1,NA,NA
NLA06608-0107,1,Cyclopidae,36,Mesocyclops,NA
NLA06608-0107,1,Daphnia mendotae complex,52,Daphnia,mendotae
NLA06608-0107,1,Diaptomidae,150,NA,NA
NLA06608-0107,1,Asplanchna,2,Asplanchna,NA
NLA06608-0107,1,Collotheca,118,Collotheca,NA
NLA06608-0107,1,Conochilidae,114,NA,NA
NLA06608-0107,1,Keratella cceo,8,Keratella,cceo
NLA06608-0107,1,Lecanidae,2,Lecane,NA
NLA06608-0110,1,UNID,3,NA,NA
NLA06608-0110,1,Ceriodaphnia,2,Ceriodaphnia,NA
NLA06608-0110,1,Chaoborus punctipennis,17,Chaoborus,punctipennis
NLA06608-0110,1,Cyclopidae,18,Mesocyclops,NA
NLA06608-0110,1,Cyclopidae,10,Orthocyclops,NA
NLA06608-0110,1,Cyclopidae,20,NA,NA
NLA06608-0110,1,Daphnia catawba/pulex complex,52,Daphnia,pulex
NLA06608-0110,1,Daphnia mendotae complex,23,Daphnia,mendotae
NLA06608-0110,1,Diaphanosoma,6,Diaphanosoma,NA
NLA06608-0110,1,Diaptomidae,65,NA,NA
NLA06608-0110,1,Temoridae,1,Epischura,NA
NLA06608-0110,1,Conochilidae,115,NA,NA
NLA06608-0110,1,Keratella cceo,20,Keratella,cceo
NLA06608-0110,1,Keratella cceo,49,Keratella,cceo
NLA06608-0110,1,Lecanidae,17,Monostyla,NA
NLA06608-0110,1,Ploesoma,3,Ploesoma,NA
NLA06608-0110,1,Polyarthra,8,Polyarthra,NA
NLA06608-0110,1,Synchaeta,13,Synchaeta,NA
NLA06608-0110,1,Trichocerca,2,Trichocerca,NA
NLA06608-0111,1,Chaoborus punctipennis,2,Chaoborus,punctipennis
NLA06608-0111,1,Cyclopidae,49,Mesocyclops,NA
NLA06608-0111,1,Daphnia retrocurva,3,Daphnia,retrocurva
NLA06608-0111,1,Diaphanosoma,3,Diaphanosoma,NA
NLA06608-0111,1,Diaptomidae,17,NA,NA
NLA06608-0111,1,Asplanchna,1,Asplanchna,NA
NLA06608-0111,1,Conochilidae,2,NA,NA
NLA06608-0111,1,Kellicottia longispina,1,Kellicottia,longispina
NLA06608-0111,1,Keratella cceo,336,Keratella,cceo
NLA06608-0111,1,Polyarthra,5,Polyarthra,NA
NLA06608-0112,1,Ceriodaphnia,3,Ceriodaphnia,NA
NLA06608-0112,1,Chaoborus punctipennis,1,Chaoborus,punctipennis
NLA06608-0112,1,Cyclopidae,29,NA,NA
NLA06608-0112,1,Daphnia,6,Daphnia,NA
NLA06608-0112,1,Diaphanosoma,5,Diaphanosoma,NA
NLA06608-0112,1,Diaptomidae,228,NA,NA
NLA06608-0112,1,Ascomorpha,13,Ascomorpha,NA
NLA06608-0112,1,Brachionus angularis,72,Brachionus,angularis
NLA06608-0112,1,Brachionus caudatus,12,Brachionus,caudatus
NLA06608-0112,1,Brachionus havanaensis,35,Brachionus,havanaensis
NLA06608-0112,1,Filinia,21,Filinia,NA
NLA06608-0112,1,Keratella,1,Keratella,NA
NLA06608-0112,1,Pompholyx,11,Pompholyx,NA
NLA06608-0112,1,Trichocerca,28,Trichocerca,NA
NLA06608-0113,1,Bosmina,50,Eubosmina,longispina
NLA06608-0113,1,Ceriodaphnia,3,Ceriodaphnia,NA
NLA06608-0113,1,Cyclopidae,9,Cyclops,scutifer
NLA06608-0113,1,Daphnia retrocurva,161,Daphnia,retrocurva
NLA06608-0113,1,Diaptomidae,15,NA,NA
NLA06608-0113,1,Asplanchna,2,Asplanchna,NA
NLA06608-0113,1,Conochilidae,17,NA,NA
NLA06608-0113,1,Kellicottia bostoniensis,4,Kellicottia,bostoniensis
NLA06608-0113,1,Kellicottia longispina,127,Kellicottia,longispina
NLA06608-0113,1,Keratella cceo,31,Keratella,cceo
NLA06608-0113,1,Polyarthra,29,Polyarthra,NA
NLA06608-0113,1,Synchaeta,9,Synchaeta,NA
NLA06608-0115,1,Bosmina,5,Bosmina,longirostris
NLA06608-0115,1,Cyclopidae,60,Diacyclops,NA
NLA06608-0115,1,Cyclopidae,1,Eucyclops,NA
NLA06608-0115,1,Cyclopidae,6,Mesocyclops,NA
NLA06608-0115,1,Cyclopidae,34,NA,NA
NLA06608-0115,1,Daphnia longiremis,64,Daphnia,longiremis
NLA06608-0115,1,Daphnia mendotae complex,5,Daphnia,galeata mendotae
NLA06608-0115,1,Daphnia retrocurva,45,Daphnia,retrocurva
NLA06608-0115,1,Diaphanosoma,1,Diaphanosoma,NA
NLA06608-0115,1,Diaptomidae,11,Skistodiaptomus,NA
NLA06608-0115,1,Collotheca,2,Collotheca,NA
NLA06608-0115,1,Conochilidae,133,NA,NA
NLA06608-0115,1,Filinia,8,Filinia,NA
NLA06608-0115,1,Kellicottia longispina,55,Kellicottia,longispina
NLA06608-0115,1,Keratella cceo,18,Keratella,cceo
NLA06608-0115,1,Keratella cceo,3,Keratella,cceo
NLA06608-0115,1,Keratella hiemalis,16,Keratella,hiemalis
NLA06608-0115,1,Keratella quadrata,1,Keratella,quadrata
NLA06608-0115,1,Polyarthra,27,Polyarthra,NA
NLA06608-0116,1,Bosmina,11,Bosmina,NA
NLA06608-0116,1,Ceriodaphnia,3,Ceriodaphnia,NA
NLA06608-0116,1,Chydoridae,1,NA,NA
NLA06608-0116,1,Cyclopidae,18,Diacyclops,NA
NLA06608-0116,1,Cyclopidae,23,Mesocyclops,NA
NLA06608-0116,1,Daphnia catawba/pulex complex,78,Daphnia,pulex
NLA06608-0116,1,Diaphanosoma,4,Diaphanosoma,NA
NLA06608-0116,1,Diaptomidae,106,NA,NA
NLA06608-0116,1,Keratella cceo,60,Keratella,cceo
NLA06608-0116,1,Keratella quadrata,13,Keratella,quadrata
NLA06608-0116,1,Polyarthra,62,Polyarthra,NA
NLA06608-0120,1,Bosmina,7,Bosmina,NA
NLA06608-0120,1,Ceriodaphnia,9,Ceriodaphnia,NA
NLA06608-0120,1,Chironomidae,1,NA,NA
NLA06608-0120,1,Chydoridae,1,NA,NA
NLA06608-0120,1,Cyclopidae,28,Mesocyclops,NA
NLA06608-0120,1,Daphnia,29,Daphnia,NA
NLA06608-0120,1,Daphnia lumholtzi,2,Daphnia,lumholtzi
NLA06608-0120,1,Daphnia parvula,20,Daphnia,parvula
NLA06608-0120,1,Diaphanosoma,41,Diaphanosoma,NA
NLA06608-0120,1,Diaptomidae,71,NA,NA
NLA06608-0120,1,Moina,5,Moina,NA
NLA06608-0120,1,Temoridae,6,Eurytemora,NA
NLA06608-0120,1,Asplanchna,4,Asplanchna,NA
NLA06608-0120,1,Brachionus angularis,25,Brachionus,angularis
NLA06608-0120,1,Brachionus bidentata,3,Brachionus,bidentata
NLA06608-0120,1,Brachionus calyciflorus,113,Brachionus,calyciflorus
NLA06608-0120,1,Brachionus caudatus,3,Brachionus,caudatus
NLA06608-0120,1,Brachionus havanaensis,6,Brachionus,havanaensis
NLA06608-0120,1,Brachionus urceolaris complex,27,Brachionus,urceolaris
NLA06608-0120,1,Brachionus urceolaris complex,19,Brachionus,urceolaris
NLA06608-0120,1,Brachionus urceolaris complex,21,Brachionus,variablis
NLA06608-0120,1,Conochilidae,5,NA,NA
NLA06608-0120,1,Hexarthra,4,Hexarthra,mira
NLA06608-0120,1,Kellicottia bostoniensis,2,Kellicottia,bostonensis
NLA06608-0120,1,Keratella quadrata,1,Keratella,quadrata
NLA06608-0120,1,Lecanidae,1,Lecane,NA
NLA06608-0120,1,Platyias,5,Platyias,NA
NLA06608-0120,1,Polyarthra,9,Polyarthra,NA
NLA06608-0120,2,Ceriodaphnia,70,Ceriodaphnia,NA
NLA06608-0120,2,Cyclopidae,17,Mesocyclops,NA
NLA06608-0120,2,Daphnia parvula,99,Daphnia,parvula
NLA06608-0120,2,Daphnia retrocurva,10,Daphnia,retrocurva
NLA06608-0120,2,Diaphanosoma,104,Diaphanosoma,NA
NLA06608-0120,2,Diaptomidae,21,NA,NA
NLA06608-0120,2,Ergasilus,1,Ergasilus,NA
NLA06608-0120,2,Hexarthra,2,Hexarthra,mira
NLA06608-0120,2,Kellicottia bostoniensis,3,Kellicottia,bostonensis
NLA06608-0120,2,Keratella cceo,2,Keratella,cceo
NLA06608-0120,2,Platyias,2,Platyias,NA
NLA06608-0120,2,Polyarthra,2,Polyarthra,NA
NLA06608-0124,1,Aglaodiaptomus,3,Aglaodiaptomus,NA
NLA06608-0124,1,Bosmina,1,Bosmina,NA
NLA06608-0124,1,Diaptomidae,397,NA,NA
NLA06608-0124,1,Asplanchna,2,Asplanchna,NA
NLA06608-0124,1,Brachionus satanicus,170,Brachionus,satanicus
NLA06608-0124,1,Filinia,2,Filinia,NA
NLA06608-0124,1,Hexarthra,53,Hexarthra,NA
NLA06608-0126,1,Bosmina,29,Bosmina,NA
NLA06608-0126,1,Cyclopidae,1,Eucyclops,NA
NLA06608-0126,1,Cyclopidae,27,Mesocyclops,NA
NLA06608-0126,1,Daphnia parvula,46,Daphnia,parvula
NLA06608-0126,1,Diaphanosoma,48,Diaphanosoma,NA
NLA06608-0126,1,Diaptomidae,242,NA,NA
NLA06608-0126,1,Brachionus angularis,184,Brachionus,angularis
NLA06608-0126,1,Filinia,2,Filinia,NA
NLA06608-0126,1,Keratella cceo,10,Keratella,cceo
NLA06608-0126,1,Keratella quadrata,4,Keratella,quadrata
NLA06608-0126,2,Aglaodiaptomus,4,Aglaodiaptomus,NA
NLA06608-0126,2,Bosmina,1,Bosmina,NA
NLA06608-0126,2,Ceriodaphnia,2,Ceriodaphnia,NA
NLA06608-0126,2,Cyclopidae,17,NA,NA
NLA06608-0126,2,Daphnia,1,Daphnia,NA
NLA06608-0126,2,Diaphanosoma,19,Diaphanosoma,NA
NLA06608-0126,2,Diaptomidae,174,NA,NA
NLA06608-0126,2,Aglaodiaptomus,5,Aglaodiaptomus,NA
NLA06608-0126,2,Bosmina,3,Bosmina,NA
NLA06608-0126,2,Cyclopidae,27,Mesocyclops,NA
NLA06608-0126,2,Daphnia parvula,4,Daphnia,parvula
NLA06608-0126,2,Diaphanosoma,37,Diaphanosoma,NA
NLA06608-0126,2,Diaptomidae,315,NA,NA
NLA06608-0126,2,Bdelloidea,3,NA,NA
NLA06608-0126,2,Filinia,39,Filinia,NA
NLA06608-0126,2,Keratella cceo,43,Keratella,cceo
NLA06608-0126,2,Asplanchna,2,Asplanchna,NA
NLA06608-0126,2,Bdelloidea,11,NA,NA
NLA06608-0126,2,Brachionus angularis,13,Brachionus,angularis
NLA06608-0126,2,Brachionus urceolaris complex,5,Brachionus,urceolaris
NLA06608-0126,2,Conochilidae,9,NA,NA
NLA06608-0126,2,Filinia,73,Filinia,NA
NLA06608-0126,2,Keratella cceo,61,Keratella,cceo
NLA06608-0127,1,UNID,1,NA,NA
NLA06608-0127,1,Aglaodiaptomus,14,Aglaodiaptomus,NA
NLA06608-0127,1,Bosmina,3,Bosmina,NA
NLA06608-0127,1,Cyclopidae,55,Acanthocyclops,NA
NLA06608-0127,1,Daphnia,226,Daphnia,NA
NLA06608-0127,1,Daphnia catawba/pulex complex,300,Daphnia,pulex
NLA06608-0127,1,Diaphanosoma,2,Diaphanosoma,NA
NLA06608-0127,1,Diaptomidae,22,NA,NA
NLA06608-0127,1,Asplanchna,2,Asplanchna,NA
NLA06608-0127,1,Conochilidae,3,NA,NA
NLA06608-0127,1,Gastropus,6,Gastropus,NA
NLA06608-0127,1,Keratella cceo,25,Keratella,cceo
NLA06608-0127,1,Keratella quadrata,4,Keratella,quadrata
NLA06608-0127,1,Lecanidae,2,Monostyla,NA
NLA06608-0127,1,Polyarthra,1,Polyarthra,NA
NLA06608-0127,1,Pompholyx,1,Pompholyx,sulcata
NLA06608-0127,1,Synchaeta,9,Synchaeta,NA
NLA06608-0128,1,Chaoborus,1,Chaoborus,NA
NLA06608-0128,1,Cyclopidae,10,Diacyclops,NA
NLA06608-0128,1,Daphnia,153,Daphnia,NA
NLA06608-0128,1,Daphnia catawba/pulex complex,175,Daphnia,pulex
NLA06608-0128,1,Diaptomidae,2,NA,NA
NLA06608-0128,1,Acari,0,NA,NA
NLA06608-0128,1,Bdelloidea,1,NA,NA
NLA06608-0128,1,Chaoborus,0,Chaoborus,NA
NLA06608-0128,1,Conochilidae,4,NA,NA
NLA06608-0128,1,Kellicottia longispina,1,Kellicottia,longispina
NLA06608-0128,1,Keratella quadrata,4,Keratella,quadrata
NLA06608-0128,1,Lecanidae,1,Lecane,NA
NLA06608-0128,2,Cyclopidae,185,Mesocyclops,NA
NLA06608-0128,2,Hesperodiaptomus,6,Hesperodiaptomus,NA
NLA06608-0128,2,Cyclopidae,308,Mesocyclops,NA
NLA06608-0128,2,Hesperodiaptomus,9,Hesperodiaptomus,NA
NLA06608-0128,2,Brachionus angularis,3,Brachionus,angularis
NLA06608-0128,2,Filinia,23,Filinia,NA
NLA06608-0128,2,Keratella cceo,110,Keratella,cceo
NLA06608-0128,2,Keratella quadrata,90,Keratella,quadrata
NLA06608-0128,2,Brachionus angularis,1,Brachionus,angularis
NLA06608-0128,2,Brachionus urceolaris complex,1,Brachionus,urceolaris
NLA06608-0128,2,Collotheca,5,Collotheca,NA
NLA06608-0128,2,Filinia,4,Filinia,NA
NLA06608-0128,2,Keratella cceo,153,Keratella,cceo
NLA06608-0128,2,Keratella quadrata,48,Keratella,quadrata
NLA06608-0128,2,Lepadella,1,Lepadella,NA
NLA06608-0128,2,Platyias,1,Platyias,patulus
NLA06608-0128,2,Polyarthra,1,Polyarthra,NA
NLA06608-0129,1,Bosmina,21,Bosmina,NA
NLA06608-0129,1,Ceriodaphnia,32,Ceriodaphnia,NA
NLA06608-0129,1,Cyclopidae,34,Diacyclops,NA
NLA06608-0129,1,Daphnia,31,Daphnia,NA
NLA06608-0129,1,Temoridae,4,NA,NA
NLA06608-0129,1,Bosmina,35,Bosmina,NA
NLA06608-0129,1,Ceriodaphnia,8,Ceriodaphnia,NA
NLA06608-0129,1,Cyclopidae,16,Diacyclops,NA
NLA06608-0129,1,Daphnia,45,Daphnia,NA
NLA06608-0129,1,Temoridae,2,Epischura,NA
NLA06608-0129,1,Filinia,149,Filinia,NA
NLA06608-0129,1,Kellicottia longispina,51,Kellicottia,longispina
NLA06608-0129,1,Keratella cceo,7,Keratella,cceo
